Symbol,Sector,,,,,
MACPLASQ,Auto Parts,,,,,
AARVI,Outsourced services,,,,,
GLOBUSCON,Power Generation,,,,,
NAGPI,Mining - Manganese,,,,,
GEMENVIRO,Environmental Services,,,,,
NATHIND,Paper Products,,,,,
BALPHARMA,Pharmaceuticals,,,,,
BIHSPONG,Iron & Steel,,,,,
SHKSIL,Iron & Steel,,,,,
NATFIT,Iron & Steel,,,,,
SAFE,Education Services,,,,,
HILTON,Industrial Machinery,,,,,
APEXECO,Environmental Services,,,,,
HINDTIN,Packaging,,,,,
PMCFIN,Diversified Financials,,,,,
PRAENG,Construction & Engineering,,,,,
ODYSSEY,Software Services,,,,,
THAKDEV,Real Estate,,,,,
MUNCAPM,Asset Management,,,,,
SYLVANPLY,Wood Products,,,,,
LOTUSEYE,Hospitals & Diagnostic Centres,,,,,
RAJSREESUG,Sugar,,,,,
CRAYONS,Advertising,,,,,
MAGNUM,Paper Products,,,,,
VJTFEDU,Education Services,,,,,
SMARTLINK,Communication & Networking,,,,,
KEMP,Retail - Speciality,,,,,
RAJPUTANA,Oil & Gas - Refining & Marketing,,,,,
SHILGRAVQ,Industrial Machinery,,,,,
NBL,Software Services,,,,,
HARSHDEEP,Housewares,,,,,
MAXIMUS,Commodities Trading,,,,,
BDH,Pharmaceuticals,,,,,
POLSON,Commodity Chemicals,,,,,
GLOBALPET,Industrial Machinery,,,,,
MAXPOSURE,Advertising,,,,,
RTSPOWR,Heavy Electrical Equipments,,,,,
GVL,Oil & Gas - Storage & Transportation,,,,,
MODTHREAD,Textiles,,,,,
AKI,Apparel & Accessories,,,,,
MANGIND,Diversified Financials,,,,,
LAKSHYA,Construction & Engineering,,,,,
CAPTRUST,Consumer Finance,,,,,
YAARI,Business Support Services,,,,,
IBLFL,Consumer Finance,,,,,
VIPULLTD,Real Estate,,,,,
SECMARK,IT Services & Consulting,,,,,
OSIAJEE,Textiles,,,,,
TRUST,Software Services,,,,,
INDBANK,Investment Banking & Brokerage,,,,,
ENSER,IT Services & Consulting,,,,,
MAHAPEXLTD,Consumer Finance,,,,,
LAKSHMIEW,Logistics,,,,,
QMSMEDI,Hospitals & Diagnostic Centres,,,,,
SURYALA,Textiles,,,,,
VR,Real Estate,,,,,
AURDIS,Alcoholic Beverages,,,,,
UMIYA-MRO,Real Estate,,,,,
NIRMAN,Agro Products,,,,,
SNL,Industrial Machinery,,,,,
BTML,Movies & TV Serials,,,,,
SAMOR,Real Estate,,,,,
ARTNIRMAN,Real Estate,,,,,
SHEETAL,Agro Products,,,,,
BCPL,Construction & Engineering,,,,,
JOCIL,Commodity Chemicals,,,,,
SONAL,Diversified Financials,,,,,
TARMAT,Construction & Engineering,,,,,
SURATRAML,Commodities Trading,,,,,
TAKE,IT Services & Consulting,,,,,
DRSDILIP,Logistics,,,,,
CRYOGENIC,Oil & Gas - Equipment & Services,,,,,
ZR2,Renewable Energy,,,,,
NIDHGRN,Investment Banking & Brokerage,,,,,
TYCHE,Pharmaceuticals,,,,,
KEYFINSERV,Investment Banking & Brokerage,,,,,
RAPIDFLEET,Logistics,,,,,
LANDMARC,"Hotels, Resorts & Cruise Lines",,,,,
CALSOFT,IT Services & Consulting,,,,,
NEWINFRA,Real Estate,,,,,
FERVENTSYN,Conglomerates,,,,,
BNALTD,Agro Products,,,,,
VEEKAYEM,Textiles,,,,,
KLL,Logistics,,,,,
PARMAX,Pharmaceuticals,,,,,
ELAND,Apparel & Accessories,,,,,
VITAL,Commodity Chemicals,,,,,
QUESTLAB,Pharmaceuticals,,,,,
3RDROCK,"Hotels, Resorts & Cruise Lines",,,,,
PREMCO,Textiles,,,,,
LOVABLE,Apparel & Accessories,,,,,
PACIFICI,Mining - Diversified,,,,,
TGL,Construction & Engineering,,,,,
SALSTEEL,Iron & Steel,,,,,
MCL,Metals - Copper,,,,,
WOMANCART,Retail - Online,,,,,
SHARP,Home Electronics & Appliances,,,,,
ARHAM,Home Electronics & Appliances,,,,,
ATISHAY,Outsourced services,,,,,
BAGFILMS,Movies & TV Serials,,,,,
SOTAC,Pharmaceuticals,,,,,
ELNET,Real Estate,,,,,
RELCHEMQ,Textiles,,,,,
ACSTECH,Software Services,,,,,
SHRDAIS,Iron & Steel,,,,,
MMEL,Business Support Services,,,,,
SENSEX1,Equity,,,,,
HDIL,Real Estate,,,,,
FIBERWEB,Textiles,,,,,
LGLL,Business Support Services,,,,,
ZEAL,Packaged Foods & Meats,,,,,
LAMBODHARA,Textiles,,,,,
AVIANSH,Textiles,,,,,
AUSOMENT,Commodities Trading,,,,,
TILAK,Diversified Financials,,,,,
RAJMET,Metals - Diversified,,,,,
MODAIRY,FMCG - Foods,,,,,
EXCEL,Construction & Engineering,,,,,
AKSHOPTFBR,Communication & Networking,,,,,
NEXT50IETF,Equity,,,,,
ANKIN,IT Services & Consulting,,,,,
GREENCHEF,Home Electronics & Appliances,,,,,
SSLEL,Sugar,,,,,
SCOOBEEDAY,Apparel & Accessories,,,,,
KVFORGE,Metals - Diversified,,,,,
RAPPID,Industrial Machinery,,,,,
CALCOM,Electrical Components & Equipments,,,,,
MAINFRA,Construction & Engineering,,,,,
JETKINGQ,Education Services,,,,,
SMRUTHIORG,Pharmaceuticals,,,,,
HINDNATGLS,Packaging,,,,,
TECHKGREEN,Environmental Services,,,,,
ULTRACAB,Cables,,,,,
SHETR,Packaging,,,,,
IPHL,Commodity Chemicals,,,,,
WELCURE,Pharmaceuticals,,,,,
SANCTRN,Logistics,,,,,
DENISCHEM,Pharmaceuticals,,,,,
GUJSTATFIN,Specialized Finance,,,,,
SURJIND,Packaged Foods & Meats,,,,,
WIPL,Wood Products,,,,,
SALONA,Textiles,,,,,
SURYALAXMI,Textiles,,,,,
BAIDFIN,Consumer Finance,,,,,
KRETTOSYS,IT Services & Consulting,,,,,
KGPETRO,Textiles,,,,,
MANGALAM,Pharmaceuticals,,,,,
BHARATGEAR,Auto Parts,,,,,
SILGO,"Precious Metals, Jewellery & Watches",,,,,
PANCM,Cement,,,,,
PJL,"Precious Metals, Jewellery & Watches",,,,,
VANDU,IT Services & Consulting,,,,,
DHARIWAL,Specialty Chemicals,,,,,
XELPMOC,IT Services & Consulting,,,,,
SEACOAST,Logistics,,,,,
SONUINFRA,Construction & Engineering,,,,,
KANSHST,Iron & Steel,,,,,
SAMBHAAV,Publishing,,,,,
SAMRATFORG,Metals - Diversified,,,,,
BHAGYAPROP,Real Estate,,,,,
KOHINOOR,Packaged Foods & Meats,,,,,
SWANAGRO,Agricultural & Farm Machinery,,,,,
BHANDARI,Apparel & Accessories,,,,,
JASCH,Textiles,,,,,
NAMAN,Business Support Services,,,,,
OPTIFIN,Specialized Finance,,,,,
VAISHALI,Pharmaceuticals,,,,,
CGVAK,Software Services,,,,,
DELAPLEX,IT Services & Consulting,,,,,
AMWILL,Health Care Equipment & Supplies,,,,,
DHRUV,Construction & Engineering,,,,,
URBAN,Water Management,,,,,
RUNGTAIR,Building Products - Pipes,,,,,
RSDFIN,Diversified Financials,,,,,
DEEP,Specialty Chemicals,,,,,
PRITHVIEXCH,Investment Banking & Brokerage,,,,,
RISHILASE,Industrial Machinery & Supplies & Components,,,,,
CUBEXTUB,Metals - Copper,,,,,
REXNORD,Industrial Machinery,,,,,
JAINIK,Cables,,,,,
MAGSON,FMCG - Foods,,,,,
SALAUTO,Auto Parts,,,,,
READYMIX,Construction & Engineering,,,,,
ZENITHEXPO,Textiles,,,,,
FORTISMLR,Hospitals & Diagnostic Centres,,,,,
RESONANCE,Specialty Chemicals,,,,,
HFIL,Packaged Foods & Meats,,,,,
UHTL,Heavy Electrical Equipments,,,,,
SIZEMASTER,Animation,,,,,
PIONEEREMB,Apparel & Accessories,,,,,
LATTEYS,Industrial Machinery,,,,,
QGOLDHALF,Gold,,,,,
SAMKRG,Auto Parts,,,,,
BASANTGL,Commodity Chemicals,,,,,
KAJARIR,Iron & Steel,,,,,
FLOMIC,Logistics,,,,,
GROBTEA,Tea & Coffee,,,,,
BENGALT,Textiles,,,,,
STML,Telecom Services,,,,,
TOTAL,Logistics,,,,,
HDFCSENSEX,Equity,,,,,
MAYASHEEL,Roads,,,,,
REFRACTORY,Construction & Engineering,,,,,
ZENITHDRUG,Pharmaceuticals,,,,,
CHOKSILA,Labs & Life Sciences Services,,,,,
OSWALSEEDS,Seeds,,,,,
GPSL,Plastic Products,,,,,
SSFL,FMCG - Foods,,,,,
TANVI,Packaged Foods & Meats,,,,,
PRUDMOULI,Sugar,,,,,
PALASHSECU,Diversified Financials,,,,,
MCFL,FMCG - Foods,,,,,
ATHENAGLO,IT Services & Consulting,,,,,
LACTOSE,Pharmaceuticals,,,,,
RAAJMEDI,Health Care Equipment & Supplies,,,,,
MRP,Agro Products,,,,,
EFORCE,Electronic Equipments,,,,,
EDVENSWA,IT Services & Consulting,,,,,
AIML,Building Products - Prefab Structures,,,,,
INDINFO,Consumer Finance,,,,,
PRITI,Home Furnishing,,,,,
KEL,Electrical Components & Equipments,,,,,
KAKATCEM,Cement,,,,,
VISESHINFO,IT Services & Consulting,,,,,
SIL,Textiles,,,,,
MOKSH,"Precious Metals, Jewellery & Watches",,,,,
MITCON,Education Services,,,,,
SHINEFASH,Textiles,,,,,
PICCASUG,Alcoholic Beverages,,,,,
PARAGON,Specialty Chemicals,,,,,
DTL,IT Services & Consulting,,,,,
LAHOTIOV,Textiles,,,,,
DIGIKORE,Animation,,,,,
HOLMARC,Industrial Machinery,,,,,
AMARJOTHI,Textiles,,,,,
TOKYOPLAST,Housewares,,,,,
JAFINANCE,Specialized Finance,,,,,
JAMESWARREN,Agro Products,,,,,
SHAHALLOYS,Iron & Steel,,,,,
GOLKUNDIA,"Precious Metals, Jewellery & Watches",,,,,
BAPACK,Paper Products,,,,,
EASTINDIA,Plastic Products,,,,,
CGFL,Asset Management,,,,,
SPTRSHI,Agro Products,,,,,
BAROEXT,Industrial Machinery,,,,,
VEGA,"Precious Metals, Jewellery & Watches",,,,,
ISHANCH,Commodity Chemicals,,,,,
NEWJAISA,Technology Hardware,,,,,
ATAM,Industrial Machinery,,,,,
PRIMIND,Real Estate,,,,,
ARUNIS,Real Estate,,,,,
PATINTLOG,Logistics,,,,,
SHERVANI,Real Estate,,,,,
REXPIPES,Building Products - Pipes,,,,,
IFL,Textiles,,,,,
DCG,Electrical Components & Equipments,,,,,
PCCOSMA,FMCG - Household Products,,,,,
ITL,Industrial Machinery,,,,,
IL&FSTRANS,Roads,,,,,
DIGIDRIVE,Online Services,,,,,
CRAVATEX,Commodities Trading,,,,,
KKJEWELS,"Precious Metals, Jewellery & Watches",,,,,
SPLIL,Apparel & Accessories,,,,,
CNIRESLTD,Diversified Financials,,,,,
RISHIROOP,Commodity Chemicals,,,,,
SGLRES,Software Services,,,,,
ESCORP,Asset Management,,,,,
PARNAXLAB,Pharmaceuticals,,,,,
TCIIND,Commodities Trading,,,,,
SVJ,Packaging,,,,,
BEARDSELL,Building Products - Prefab Structures,,,,,
STARLOG,Construction & Engineering,,,,,
ACCURACY,Logistics,,,,,
SHRIKRISH,Real Estate,,,,,
BHUDEVI,Real Estate,,,,,
SATTRIX,IT Services & Consulting,,,,,
MAIDEN,Metals - Diversified,,,,,
BITS,Education Services,,,,,
PARVATI,Sugar,,,,,
PAR,Pharmaceuticals,,,,,
SHANTIDENM,Textiles,,,,,
PSRAJ,Metals - Diversified,,,,,
FRANKLININD,Investment Banking & Brokerage,,,,,
LATIMMETAL,Real Estate,,,,,
CLARA,Packaging,,,,,
SELMC,Textiles,,,,,
ALPHAIND,Education Services,,,,,
RAJABAH,Real Estate,,,,,
ROYAL,Health Care Equipment & Supplies,,,,,
ABHICAP,Diversified Financials,,,,,
TNTELE,Telecom Equipments,,,,,
BHILSPIN,Textiles,,,,,
GOYALALUM,Iron & Steel,,,,,
SIDDHIKA,Construction & Engineering,,,,,
RAJNISH,FMCG - Personal Products,,,,,
RADHEDE,Real Estate,,,,,
ODIGMA,Advertising,,,,,
SAMPANN,Commodity Chemicals,,,,,
REGENCERAM,Building Products - Ceramics,,,,,
MAHICKRA,Specialty Chemicals,,,,,
OLIL,Logistics,,,,,
GMPL,Specialty Chemicals,,,,,
OMFURN,Home Furnishing,,,,,
SAMRATPH,Commodity Chemicals,,,,,
AMBOAGRI,Agro Products,,,,,
WALLFORT,Investment Banking & Brokerage,,,,,
VISAMAN,Iron & Steel,,,,,
ZENITHSTL,Building Products - Pipes,,,,,
SILKFLEX,Specialty Chemicals,,,,,
LPDC,Real Estate,,,,,
AAKAAR,Health Care Equipment & Supplies,,,,,
YAMNINV,Specialized Finance,,,,,
INDIANACRY,Textiles,,,,,
TOUCHWOOD,Advertising,,,,,
PATTECH,Construction & Engineering,,,,,
AZTEC,Industrial Machinery,,,,,
FLEXITUFF,Packaging,,,,,
GENPHARMA,Commodities Trading,,,,,
DHARNI,Specialized Finance,,,,,
MORGAN,Investment Banking & Brokerage,,,,,
HOACFOODS,FMCG - Foods,,,,,
ABSLNN50ET,Equity,,,,,
ONDOOR,Retail - Online,,,,,
NARBADA,"Precious Metals, Jewellery & Watches",,,,,
OBCL,Logistics,,,,,
ABVL,Commodities Trading,,,,,
JHS,FMCG - Personal Products,,,,,
BEACON,Diversified Financials,,,,,
KRANTI,Auto Parts,,,,,
DEEPAKSP,Textiles,,,,,
KTIL,Oil & Gas - Storage & Transportation,,,,,
ACME,Diversified Financials,,,,,
RRETAIL,"Precious Metals, Jewellery & Watches",,,,,
STAL,Building Products - Others,,,,,
AISL,Construction & Engineering,,,,,
GLOBE,Textiles,,,,,
PRAKASHSTL,Building Products - Pipes,,,,,
ARVINDPORT,Logistics,,,,,
JATTAINDUS,Textiles,,,,,
SILVERIETF,Equity,,,,,
SREINFRA,Specialized Finance,,,,,
AAATECH,IT Services & Consulting,,,,,
SAJHOTELS,"Hotels, Resorts & Cruise Lines",,,,,
REMIEDEL,Iron & Steel,,,,,
WEPSOLN,IT Services & Consulting,,,,,
GANGAPA,Paper Products,,,,,
KKALPANAIND,Specialty Chemicals,,,,,
MOTOGENFIN,Real Estate,,,,,
GUJHOTE,"Hotels, Resorts & Cruise Lines",,,,,
REMLIFE,Pharmaceuticals,,,,,
HISARMETAL,Building Products - Pipes,,,,,
ENERGYDEV,Renewable Energy,,,,,
HINDAPL,Textiles,,,,,
VIPPYSP,Textiles,,,,,
MHHL,Health Care Equipment & Supplies,,,,,
HARYNACAP,Consumer Finance,,,,,
VGCL,Diversified Financials,,,,,
OVOBELE,Packaged Foods & Meats,,,,,
BGWTATO,Iron & Steel,,,,,
VASUPRADA,Agro Products,,,,,
MYMUDRA,Consumer Finance,,,,,
ASSAMENT,Specialized Finance,,,,,
AMDIND,Packaging,,,,,
SONAMAC,Agro Products,,,,,
MERCURYLAB,Pharmaceuticals,,,,,
SUNDARAM,Paper Products,,,,,
DELTIC,Two Wheelers,,,,,
SCML,Industrial Machinery,,,,,
ADDIND,Textiles,,,,,
CHLOGIST,Logistics,,,,,
KLRFM,Packaged Foods & Meats,,,,,
VIRYA,Commodities Trading,,,,,
ODYCORP,Conglomerates,,,,,
CHANDRIMA,"Precious Metals, Jewellery & Watches",,,,,
FELDVR,Conglomerates,,,,,
HBPOR,Diversified Financials,,,,,
AAKASH,Oil & Gas - Equipment & Services,,,,,
KATIPATANG,IT Services & Consulting,,,,,
TFL,Diversified Financials,,,,,
SUVIDHAA,Online Services,,,,,
CINEVISTA,Movies & TV Serials,,,,,
DELTAMAGNT,Industrial Machinery,,,,,
ASCOM,Consumer Finance,,,,,
BIBCL,Pharmaceuticals,,,,,
KAMATS,Hospitals & Diagnostic Centres,,,,,
SUPRAPFSL,Specialized Finance,,,,,
VALENCIA,Alcoholic Beverages,,,,,
ANMOL,Commodities Trading,,,,,
AMBANIORGO,Diversified Chemicals,,,,,
WARDWIZFBL,Packaged Foods & Meats,,,,,
KONSTELEC,Construction & Engineering,,,,,
DBSTOCKBRO,Investment Banking & Brokerage,,,,,
BLUEGOD,,,,,,
VOLERCAR,Logistics,,,,,
DIGJAMLMTD,Textiles,,,,,
TPHQ,Construction & Engineering,,,,,
ECOHOTELS,"Hotels, Resorts & Cruise Lines",,,,,
APLAB,Electronic Equipments,,,,,
FUNDVISER,Construction Materials,,,,,
SSTL,Telecom Services,,,,,
COSCO,Theme Parks & Gaming,,,,,
PARMESHWAR,Metals - Copper,,,,,
PURETROP,Agro Products,,,,,
ROXHITECH,IT Services & Consulting,,,,,
WAA,Renewable Energy,,,,,
BNRSEC,Investment Banking & Brokerage,,,,,
ALKALI,Commodity Chemicals,,,,,
SBVCL,Industrial Machinery,,,,,
DYNAVSN,Diversified Financials,,,,,
KEN,Textiles,,,,,
SHIVAM,Agricultural & Farm Machinery,,,,,
SUPTANERY,Textiles,,,,,
EVANS,Business Support Services,,,,,
GGENG,Auto Parts,,,,,
FCONSUMER,FMCG - Foods,,,,,
YUVRAAJHPL,FMCG - Household Products,,,,,
UNIAUTO,Auto Parts,,,,,
PARAMATRIX,IT Services & Consulting,,,,,
KFBL,Agro Products,,,,,
FONEBOX,Retail - Speciality,,,,,
GUJCONT,Packaging,,,,,
AJOONI,Pharmaceuticals,,,,,
LELAVOIR,Business Support Services,,,,,
VIRATCRA,Agro Products,,,,,
PULZ,Electronic Equipments,,,,,
FMNL,Real Estate,,,,,
GANVERSE,Plastic Products,,,,,
ARSSINFRA,Construction & Engineering,,,,,
HARSHILAGR,Agro Products,,,,,
FMEC,Consumer Finance,,,,,
COSPOWER,Electrical Components & Equipments,,,,,
ORIENTALTL,Cement,,,,,
RAYALEMA,"Hotels, Resorts & Cruise Lines",,,,,
LICNETFGSC,Debt,,,,,
IWARE,Logistics,,,,,
DHANSAFAL,Specialized Finance,,,,,
HMEML,Construction & Engineering,,,,,
CEREBRAINT,Technology Hardware,,,,,
SAGARSOFT,IT Services & Consulting,,,,,
ORCHASP,IT Services & Consulting,,,,,
SOURCENTRL,Pharmaceuticals,,,,,
ROYALCU,Building Products - Glass,,,,,
RAFL,Agro Products,,,,,
VLL,Diversified Financials,,,,,
ROCKINGDCE,Technology Hardware,,,,,
THREEMPAPE,Packaging,,,,,
LICMFGOLD,Gold,,,,,
ADVIKCA,Specialized Finance,,,,,
JAIPURKURT,Apparel & Accessories,,,,,
GARGFUR,Iron & Steel,,,,,
SANGANI,Hospitals & Diagnostic Centres,,,,,
AMBEY,Specialty Chemicals,,,,,
SAKTHIFIN,Consumer Finance,,,,,
SRIVASAVI,Specialty Chemicals,,,,,
TROM,Renewable Energy Equipment & Services,,,,,
HOMESFY,Real Estate,,,,,
SAUMYA,Diversified Financials,,,,,
BAWEJA,Movies & TV Serials,,,,,
TIHIL,Commodities Trading,,,,,
ASITCFIN,Diversified Financials,,,,,
WHITEFORCE,Employment Services,,,,,
MINALIND,"Precious Metals, Jewellery & Watches",,,,,
ACCEL,Movies & TV Serials,,,,,
MUKESHB,Diversified Financials,,,,,
VISHALBL,Industrial Machinery,,,,,
ROYALIND,Commodity Chemicals,,,,,
NRVANDANA,Textiles,,,,,
BODHTREE,IT Services & Consulting,,,,,
BRACEPORT,Logistics,,,,,
PARTYCRUS,"Hotels, Resorts & Cruise Lines",,,,,
REXPRO,Business Support Services,,,,,
POLYCHEM,Specialty Chemicals,,,,,
VEDAVAAG,Software Services,,,,,
ANSALBU,Real Estate,,,,,
RTL,Communication & Networking,,,,,
ADORMUL,FMCG - Personal Products,,,,,
ASHALOG,Logistics,,,,,
GATECH,Stock Exchanges & Ratings,,,,,
AEONXDIGI,IT Services & Consulting,,,,,
TIGLOB,Agro Products,,,,,
SILKY,,,,,,
VMS,Shipbuilding,,,,,
MASPTOP50,Equity,,,,,
RAMAVISION,FMCG - Personal Products,,,,,
STL,Logistics,,,,,
ONYX,Pharmaceuticals,,,,,
DECCANTRAN,Logistics,,,,,
DAIKAFFI,Specialty Chemicals,,,,,
ACHYUT,Pharmaceuticals,,,,,
VSFPROJ,Construction & Engineering,,,,,
RETINA,Specialty Chemicals,,,,,
VANDAN,Agro Products,,,,,
PRERINFRA,Real Estate,,,,,
WOL3D,Electronic Equipments,,,,,
NUTRICIRCLE,Paper Products,,,,,
APTPACK,Plastic Products,,,,,
OLATECH,Software Services,,,,,
ARABIAN,Commodity Chemicals,,,,,
DIVYADHAN,Textiles,,,,,
INDSWFTLTD,Pharmaceuticals,,,,,
WINSOMBR,Alcoholic Beverages,,,,,
GAYATRI,Sugar,,,,,
OMANSH,Textiles,,,,,
JUNGLECAMP,Tour & Travel Services,,,,,
TRESCON,Real Estate,,,,,
SKYLMILAR,Real Estate,,,,,
ALKOSIGN,Online Services,,,,,
MAKERSL,Pharmaceuticals,,,,,
MAFANG,Equity,,,,,
CELEBRITY,Apparel & Accessories,,,,,
CTE,IT Services & Consulting,,,,,
DAMODARIND,Textiles,,,,,
CLSL,Agro Products,,,,,
SAMPRE,FMCG - Foods,,,,,
VELS,Movies & TV Serials,,,,,
3PLAND,Real Estate,,,,,
ACKNIT,Apparel & Accessories,,,,,
AGRITECH,Agro Products,,,,,
PRANIK,Logistics,,,,,
CHOWGULSTM,Logistics,,,,,
ARISTO,Fertilizers & Agro Chemicals,,,,,
ARCHITORG,Commodity Chemicals,,,,,
SHALIWIR,Electrical Components & Equipments,,,,,
SKPSEC,Investment Banking & Brokerage,,,,,
CASPIAN,Business Support Services,,,,,
SYNOPTICS,IT Services & Consulting,,,,,
AHLADA,Home Furnishing,,,,,
ORIENTLTD,Packaging,,,,,
ABSLBANETF,Equity,,,,,
DEVLAB,Hospitals & Diagnostic Centres,,,,,
SSL,Specialized Finance,,,,,
NAGREEKEXP,Textiles,,,,,
LIQUIDIETF,Equity,,,,,
GROWINGTON,Agro Products,,,,,
EVERFIN,Specialized Finance,,,,,
PARASPETRO,Textiles,,,,,
SECURKLOUD,Software Services,,,,,
WSFX,Payment Infrastructure,,,,,
JAGSONFI,Investment Banking & Brokerage,,,,,
NILACHAL,Cement,,,,,
GSS,Software Services,,,,,
BIOGEN,Biotechnology,,,,,
AMEYA,Industrial Machinery,,,,,
ADTECH,Electronic Equipments,,,,,
GUJARATPOLY,Electronic Equipments,,,,,
ARCFIN,Investment Banking & Brokerage,,,,,
PSFL,Industrial Machinery,,,,,
SKYIND,Textiles,,,,,
ARISINT,IT Services & Consulting,,,,,
ATLASCYCLE,Cycles,,,,,
ASTALLTD,Pharmaceuticals,,,,,
APMIN,Textiles,,,,,
RELICAB,Cables,,,,,
ANSALHSG,Real Estate,,,,,
ADROITINFO,IT Services & Consulting,,,,,
BANASFN,Specialized Finance,,,,,
K2INFRA,Construction & Engineering,,,,,
SYLPH,IT Services & Consulting,,,,,
SUNLOC,Pharmaceuticals,,,,,
SUPERIRON,Dredging,,,,,
TITANSEC,Specialized Finance,,,,,
BVCL,Cement,,,,,
PALCO,Metals - Diversified,,,,,
RICHA,Academic & Educational Services,,,,,
TERAI,Tea & Coffee,,,,,
AIMCOPEST,Fertilizers & Agro Chemicals,,,,,
SFML,Business Support Services,,,,,
ZWELCAST,Metals - Diversified,,,,,
BOMBCYC,Conglomerates,,,,,
CREATIVE,Metals - Iron,,,,,
INDOBELL,Building Products - Others,,,,,
SHEKHAWATI,Textiles,,,,,
SOFTRAKV,Packaged Foods & Meats,,,,,
MYSORPETRO,Commodity Chemicals,,,,,
MENAMANI,Renewable Energy,,,,,
ASHNOOR,Textiles,,,,,
RESTILE,Building Products - Ceramics,,,,,
AMRAPLIN,Commodities Trading,,,,,
JAYANT,Construction & Engineering,,,,,
AKIKO,Investment Banking & Brokerage,,,,,
ROML,Packaged Foods & Meats,,,,,
KAIZENAGRO,Agro Products,,,,,
DUTRON,Building Products - Pipes,,,,,
DHATRE,"Precious Metals, Jewellery & Watches",,,,,
RUDRAGAS,Gas Distribution,,,,,
JAMSHRI,Real Estate,,,,,
KARMAENG,Renewable Energy,,,,,
KESARENT,Sugar,,,,,
SPL,Plastic Products,,,,,
TECHNICHEM,Specialty Chemicals,,,,,
DHANLAXMI,Seeds,,,,,
ANSALAPI,Real Estate,,,,,
MARCO,Cables,,,,,
VDEAL,Electrical Components & Equipments,,,,,
SANTETX,Building Products - Others,,,,,
COMFINCAP,Diversified Financials,,,,,
RSTL,Metals - Diversified,,,,,
NEXXUS,Commodity Chemicals,,,,,
SWASTIK,Iron & Steel,,,,,
PERFEPA,Packaging,,,,,
DHAMPURE,Agro Products,,,,,
BANARBEADS,Apparel & Accessories,,,,,
METSL,Electronic Equipments,,,,,
KEYCORP,Consumer Finance,,,,,
VERTEXPLUS,IT Services & Consulting,,,,,
EIKO,Specialty Chemicals,,,,,
BLBLIMITED,Investment Banking & Brokerage,,,,,
HRYNSHP,Commodities Trading,,,,,
BANG,Apparel & Accessories,,,,,
TRANSCOR,Consumer Finance,,,,,
MOM100,Equity,,,,,
CONART,Construction & Engineering,,,,,
MITTAL,Textiles,,,,,
BLUEPEBBLE,Construction & Engineering,,,,,
ONIXSOLAR,Renewable Energy,,,,,
NOIDATOLL,Roads,,,,,
MALPANI,Building Products - Others,,,,,
HIRAUTO,Four Wheelers,,,,,
JMJFIN,Education Services,,,,,
BANKA,Business Support Services,,,,,
CONSTRONIC,Construction & Engineering,,,,,
EASTWEST,Investment Banking & Brokerage,,,,,
RTFL,Diversified Financials,,,,,
VALINDIA,"Hotels, Resorts & Cruise Lines",,,,,
RAMINFO,Software Services,,,,,
PADAMCO,Textiles,,,,,
AGSTRA,Business Support Services,,,,,
HOVS,Outsourced services,,,,,
MEERA,Industrial Machinery,,,,,
CHRTEDCA,Investment Banking & Brokerage,,,,,
BIOFILCHEM,Pharmaceuticals,,,,,
ACML,Retail - Speciality,,,,,
RELIABLE,Outsourced services,,,,,
JOINDRE,Investment Banking & Brokerage,,,,,
ANJANIFOODS,Restaurants & Cafes,,,,,
GUJCRAFT,Plastic Products,,,,,
KEMISTAR,Commodity Chemicals,,,,,
TTC,Oil & Gas - Refining & Marketing,,,,,
RIDDHICORP,IT Services & Consulting,,,,,
CEETAIN,FMCG - Foods,,,,,
DANGEE,FMCG - Foods,,,,,
PSUBANK,Equity,,,,,
EROSMEDIA,Movies & TV Serials,,,,,
AMPVOLTS,Electronic Equipments,,,,,
CHROME,Metals - Diversified,,,,,
PORWAL,Auto Parts,,,,,
DHANCOT,Labs & Life Sciences Services,,,,,
RILINFRA,Construction & Engineering,,,,,
ACCPL,Pharmaceuticals,,,,,
RIBATEX,Textiles,,,,,
SERVICE,Employment Services,,,,,
PROMAX,Power Generation,,,,,
IVZINGOLD,Gold,,,,,
DIVINEHIRA,"Precious Metals, Jewellery & Watches",,,,,
SUMEETINDS,Textiles,,,,,
GRAPHISAD,Advertising,,,,,
SEVL,Three Wheelers,,,,,
SUPRATRE,Apparel & Accessories,,,,,
SHRISTI,Construction & Engineering,,,,,
ANJANI,Textiles,,,,,
LYKISLTD,FMCG - Personal Products,,,,,
KANDARP,Outsourced services,,,,,
WIREFABR,Industrial Machinery,,,,,
UNIQUEO,Packaged Foods & Meats,,,,,
TOYAMSL,Diversified Financials,,,,,
SATECH,IT Services & Consulting,,,,,
ASTRON,Paper Products,,,,,
MANGALCOMP,IT Services & Consulting,,,,,
ASCENSIVE,Education Services,,,,,
SHARIKA,Construction & Engineering,,,,,
SKIFL,Real Estate,,,,,
ARCHIES,Retail - Speciality,,,,,
TPINDIA,Packaging,,,,,
SRESTHA,Diversified Financials,,,,,
VIVOBIOT,Biotechnology,,,,,
RODIUM,Real Estate,,,,,
AGROPHOS,Fertilizers & Agro Chemicals,,,,,
DURLAX,Building Products - Ceramics,,,,,
RKDL,Alcoholic Beverages,,,,,
VISTARAMAR,Agro Products,,,,,
GUJCRED,Real Estate,,,,,
PRESSTONIC,Construction & Engineering,,,,,
